,Date,User,Text
3884,October 2015,driver100,"graphicguy said:
show previous quotes


Driver....Stick....not sure what happens if Cadillac continues to be unresponsive. In talking to others who have gone the BBB ""buy back"" route with Cadillac, being totally unresponsive isn't unusual. They all had the same thing happen.



He's in the same boat. He's been told to take it to arbitration via BBB. I guess if Cadillac doesn't show, we win by default. But, then the decision has to be enforced.

And, I'm thinking that is going to take a lawyer.

So, still a long road ahead.

GG, it seems there should be a point where the BBB says the other party....Cadillac in this case, is not responding so we have to go to the next level. Also, where is the attorney general in all this. They made a program so this wasn't supposed to happen. Cadillac wants to stall until the warranty is over. There should be time limits and ultimatums or the Lemon Law is a joke.

I found in business, if the other party is not cooperative the best weapon is an ultimatum. It sounds nasty and unfair, but, it gets results. And, when you are dealing with arrogant corrupt people it is your best weapon.

If someone didn't pay their bill just begging them seldom works. I would simply say, you have one week to send me a check or I get the collection company after you and I notify your bank.....your choice.

This has dragged on way too long....BBB should be giving you some feedback about what progress they have made (seems like none) and the attorney general should be stepping in by now.

Isn't there a watch dog committee supposed to be seeing if GM is fulfilling their promises? Maybe they should be informed, especially since some of these issues are safety related.

2017 MB E400 , 2015 MB GLK350, 2014 MB C250"
3885,October 2015,driver100,"I really feel bad for our dog groomer lady. She is such a hard worker and everything seems to go wrong for her. She bought a mobile truck for her business, but the truck was constantly breaking down. Then she made her garage into a grooming area, nicely done. Her husband is quite ill and can't work.

She bought a car for $5000. It had some serious engine problems in the first month, which she had fixed, but it was never really repaired. Now the 30 day warranty is over and the car has a serious problem. The dealer says the warranty is over, but she says they didn't really fix the problems when she reported them during the warranty period.

I have given her the name of the mechanic who writes a Q & A column in our local newspaper. I really hope he can do something. I am a little concerned though, there probably won't be much written down to prove her point. It is really important to keep records of the conversations, otherwise it's a he said she said.
2017 MB E400 , 2015 MB GLK350, 2014 MB C250"
3886,October 2015,carnaught,"GG, time to drive around with the big lemon picture in your car window?"
3887,October 2015,abacomike,"
That's one thing I have plenty of - nose - ears - JUST KIDDING!  But I do have a full head of hair still!!!  
2018 Mercedes S450"
3888,October 2015,isellhondas,"Anyone who has ever had a tequilla hangover will NEVER EVER touch the stuff again!

Ask me how I know...."
3889,October 2015,Michaell,"I'm not much of a drinker ... occasional beer or two, but nothing really hard.

Years ago, when I traveled for business, I was in Dallas with a bunch of co-workers and it happened to be my birthday. Decided to go out to a nightclub to celebrate. My boss decided it would be fun if we all did a couple of shots of tequila.

I needed a seatbelt for my barstool! Never again.

And, I think productivity at the customer site the next day wasn't as good.
MODERATOR

2016 VW Jetta 1.4T SE / 2015 Subaru Outback 3.6R / 2014 MINI Countryman S ALL4

Need help navigating? michaell@edmunds.com - or send a private message by clicking on my name.

Share your vehicle reviews"
3890,October 2015,ab348,"isellhondas said:
Anyone who has ever had a tequilla hangover will NEVER EVER touch the stuff again!
Exactly right.

I first encountered it in the mid-80s at a work party at one of our V-Ps palatial home. Thankfully I wasn't the victim. But a mid-20s accounting clerk brought along a bottle of tequila that she was imbibing from, and the next thing we knew she was in an unconscious heap on the kitchen floor. This was fairly early in the evening too. She was carted off to one of the bedrooms and left to sleep it off. Unfortunately she began spouting like a whale. What a mess, though it seemed quite hilarious at the time. Perhaps you had to be there. Amazingly after that she became somewhat coherent and she was cleaned up as best we could and sent home in a cab. Come Monday back at the office she had no memory of most of the evening but had experienced a 2-day hangover on the weekend, and swore off touching tequila ever again. It had no effect on her career, as I encountered her recently and she is retiring from the same organization at the end of this year!
2017 Cadillac ATS Performance Premium 3.6, 1968 Oldsmobile Cutlass S Holiday Coupe"
3891,October 2015,abacomike,"
I don't have a hangover.  No headache, no thirst, no dizziness.  I merely felt the room spinning like I was on a roller coaster and then ""lost consciousness""!  Had some weird dreams like I fell out of a plane and had no parachute, but things seem stable this morning.

Would I ever drink tequila again?  Sure - in marguerites - but drinking shots of it - I don't think so.  
2018 Mercedes S450"
3892,October 2015,suydam,"Flights are pretty small -- and there were four of us. It was fun tasting the different types and how long they've been aged. I was surprised how smooth they are now. Not like the gasoline of my youth.
'14 Buick Encore Convenience
'17 Chevy Volt Premiere"
3893,October 2015,imidazol97,"graphicguy said:
B.O.A.T stands for ""Bust Out Another Thousand"".
LOL

2015 Cruze 2LT, 2014 Malibu 2LT, 2008 Cobalt 2LT"
3894,October 2015,dino001,"Graphic, I understand that CTS-V was more like cry through tears act. You probably are right - odds of them doing the right thing are so slim that you could easily pull their chain, because there is no way it would make it worse. Wouldn't you take a similarly equipped, or similar MSRP new CTS with no money out-of-pocket? I know I would. I'd sell it right away, even as some loss, it would end this catastrophy and get you seeds to move on. Eeeeh, there is no way they'd go for that anyway.
2018 430i Gran Coupe"
3895,October 2015,tyguy,"stever said:
The next day the paper ran a blurb about the wreck, including the tag line - ""a fifth car was involved in the accident"".

Yeah, involved in moving junk from the trunk, lol.
So THAT'S what everyone is talking about when they say ""junk in the trunk"". Now it all makes sense.
2015 Subaru Outback, 2013 Audi A4"
3896,October 2015,abacomike,"
What's happening with the knee?
2018 Mercedes S450"
3897,October 2015,tyguy,"abacomike said:
The MSRP of his boat was $185,000. Then there is insurance and then the cost of storage and maintenance.
Cost of ownership is one of the reasons I like our personal watercraft over a boat. Our Yamaha WaveRunner hit 5 years old this summer and the only ""repair"" I've had is replacing the battery for the first time in July. The only maintenance costs have been annual oil changes at $30 in materials. Insurance is a few hundred dollars a year for the two. Both will consume about 8 to 9 gallons of gas a day combined unless we go on cruising outings for distance, and then less than 30 gallons max. They're stored year round in one of our garage bays.

The personal watercraft builders have really upped their competitive game and today's engines are the most advanced on the water with double overhead cams, 4 valves per cylinder, 4 stroke, engine control sensors, etc. They just go and go without much attention.

I wouldn't want to spend much time on one in the open ocean, though
2015 Subaru Outback, 2013 Audi A4"
3898,October 2015,abacomike,"@graphicguy:

Yes, owning a boat is a very costly venture.  Paying for the new boat is one thing, but running it and maintaining it and mooring/storing it are even more costly.  Just imagine pulling up to the pump for a fill-up @ $3.00 a gallon X 120 gallons.  Then every so many hours of operation you have to change the oil and filters.  And then after longer hours of operation, there's tune ups and overhauls.  

He he has a 5 year warranty on the boat and engine, but that's only if the engine sputters or quits or the boat frame is defective.  Nope - not in my budget.

Besides, I'd buy a plane long before I'd consider a boat.  Neither is in my foreseeable future - only the memorial service for me is in my foreseeable future.

As for Cadillac, if they offered me a 2016 brand new car, that would satisfy me.  But I know that it is more of a principle for you.
2018 Mercedes S450"
